transaction_id,date,customer_id,customer_name,product_id,product_name,category,price,merchant_id,merchant_name,distributor_id,distributor_name,commission_percentage
T0917,2025-01-08,C155,Customer_20,P015,Product_17,Furniture,380.22,M037,Merchant_22,D10,Distributor_5,0.01
T0918,2025-01-27,C126,Customer_112,P031,Product_8,Clothing,420.88,M023,Merchant_17,D08,Distributor_4,0.007
T0919,2025-01-04,C040,Customer_148,P003,Product_22,Groceries,136.48,M037,Merchant_16,D09,Distributor_10,0.005
T0920,2025-01-07,C006,Customer_35,P001,Product_40,Clothing,246.82,M045,Merchant_48,D07,Distributor_2,0.007
T0921,2025-01-18,C168,Customer_31,P046,Product_15,Groceries,79.0,M017,Merchant_16,D05,Distributor_1,0.005
T0922,2025-01-04,C155,Customer_117,P019,Product_21,Books,307.7,M023,Merchant_32,D02,Distributor_10,0.008
T0923,2025-01-09,C064,Customer_125,P009,Product_36,Furniture,466.92,M026,Merchant_8,D09,Distributor_10,0.01
T0924,2025-01-22,C181,Customer_114,P026,Product_41,Furniture,26.75,M022,Merchant_27,D05,Distributor_8,0.01
T0925,2025-01-08,C102,Customer_4,P019,Product_22,Furniture,18.43,M048,Merchant_12,D01,Distributor_2,0.01
T0926,2025-01-02,C173,Customer_130,P001,Product_31,Electronics,34.97,M010,Merchant_6,D06,Distributor_9,0.01
T0927,2025-01-03,C026,Customer_183,P021,Product_6,Books,438.78,M015,Merchant_7,D01,Distributor_10,0.008
T0928,2025-01-01,C197,Customer_113,P003,Product_10,Electronics,125.93,M032,Merchant_36,D06,Distributor_10,0.01
T0929,2025-01-10,C002,Customer_145,P015,Product_50,Furniture,396.93,M008,Merchant_33,D09,Distributor_5,0.01
T0930,2025-01-10,C075,Customer_186,P031,Product_38,Clothing,493.61,M037,Merchant_35,D06,Distributor_8,0.007
T0931,2025-01-26,C008,Customer_55,P009,Product_25,Groceries,435.02,M037,Merchant_26,D03,Distributor_3,0.005
T0932,2025-01-05,C167,Customer_98,P007,Product_19,Clothing,246.53,M011,Merchant_38,D07,Distributor_3,0.007
T0933,2025-01-15,C019,Customer_141,P045,Product_2,Books,239.45,M036,Merchant_1,D07,Distributor_10,0.008
T0934,2025-01-15,C068,Customer_122,P023,Product_46,Electronics,155.58,M023,Merchant_41,D02,Distributor_7,0.01
T0935,2025-01-25,C050,Customer_98,P009,Product_41,Electronics,149.22,M022,Merchant_47,D07,Distributor_1,0.01
T0936,2025-01-17,C187,Customer_121,P020,Product_44,Groceries,145.34,M013,Merchant_43,D09,Distributor_9,0.005
T0937,2025-01-21,C107,Customer_149,P041,Product_9,Groceries,391.32,M007,Merchant_25,D07,Distributor_5,0.005
T0938,2025-01-05,C038,Customer_189,P044,Product_29,Clothing,254.79,M013,Merchant_3,D04,Distributor_8,0.007
T0939,2025-01-25,C102,Customer_69,P049,Product_43,Electronics,58.78,M035,Merchant_40,D08,Distributor_5,0.01
T0940,2025-01-13,C184,Customer_73,P022,Product_35,Furniture,141.96,M040,Merchant_7,D01,Distributor_10,0.01
T0941,2025-01-31,C019,Customer_10,P007,Product_3,Groceries,432.97,M043,Merchant_34,D05,Distributor_5,0.005
T0942,2025-01-29,C099,Customer_195,P002,Product_1,Books,382.55,M046,Merchant_13,D08,Distributor_7,0.008
T0943,2025-01-18,C094,Customer_87,P014,Product_29,Electronics,273.55,M037,Merchant_33,D10,Distributor_3,0.01
T0944,2025-01-13,C077,Customer_63,P037,Product_36,Books,330.87,M030,Merchant_38,D09,Distributor_4,0.008
T0945,2025-01-25,C190,Customer_99,P049,Product_28,Books,273.64,M048,Merchant_14,D01,Distributor_2,0.008
T0946,2025-01-12,C047,Customer_138,P034,Product_50,Furniture,467.17,M041,Merchant_48,D08,Distributor_8,0.01
T0947,2025-01-27,C169,Customer_146,P010,Product_48,Electronics,310.57,M050,Merchant_36,D05,Distributor_10,0.01
T0948,2025-01-23,C107,Customer_130,P038,Product_8,Books,300.49,M001,Merchant_36,D08,Distributor_2,0.008
T0949,2025-01-14,C101,Customer_91,P047,Product_21,Groceries,162.72,M045,Merchant_29,D10,Distributor_8,0.005
T0950,2025-01-27,C112,Customer_163,P015,Product_10,Furniture,331.85,M030,Merchant_34,D09,Distributor_3,0.01
T0951,2025-01-09,C071,Customer_175,P004,Product_31,Books,104.93,M031,Merchant_43,D09,Distributor_6,0.008
T0952,2025-01-21,C139,Customer_42,P032,Product_19,Electronics,138.27,M045,Merchant_38,D03,Distributor_9,0.01
T0953,2025-01-06,C045,Customer_87,P029,Product_14,Furniture,31.34,M012,Merchant_8,D08,Distributor_4,0.01
T0954,2025-01-18,C061,Customer_79,P007,Product_40,Groceries,197.44,M030,Merchant_11,D05,Distributor_7,0.005
T0955,2025-01-12,C181,Customer_188,P040,Product_36,Furniture,233.1,M043,Merchant_8,D10,Distributor_4,0.01
T0956,2025-01-31,C004,Customer_124,P011,Product_27,Furniture,489.02,M013,Merchant_18,D04,Distributor_10,0.01
T0957,2025-01-19,C133,Customer_164,P018,Product_4,Clothing,72.3,M031,Merchant_30,D01,Distributor_8,0.007
T0958,2025-01-17,C151,Customer_93,P026,Product_15,Clothing,273.95,M010,Merchant_31,D09,Distributor_10,0.007
T0959,2025-01-16,C112,Customer_78,P010,Product_15,Clothing,476.38,M011,Merchant_48,D01,Distributor_2,0.007
T0960,2025-01-14,C047,Customer_1,P002,Product_22,Electronics,172.71,M018,Merchant_17,D02,Distributor_8,0.01
T0961,2025-01-13,C155,Customer_116,P031,Product_42,Furniture,367.86,M034,Merchant_43,D06,Distributor_1,0.01
T0962,2025-01-10,C094,Customer_111,P002,Product_21,Furniture,310.18,M018,Merchant_44,D04,Distributor_2,0.01
T0963,2025-01-27,C074,Customer_9,P038,Product_32,Furniture,149.63,M039,Merchant_39,D06,Distributor_10,0.01
T0964,2025-01-25,C119,Customer_117,P013,Product_27,Groceries,254.66,M010,Merchant_4,D10,Distributor_2,0.005
T0965,2025-01-13,C125,Customer_144,P050,Product_26,Furniture,488.82,M028,Merchant_17,D02,Distributor_5,0.01
T0966,2025-01-20,C187,Customer_76,P001,Product_9,Electronics,191.14,M050,Merchant_49,D03,Distributor_9,0.01
T0967,2025-01-21,C093,Customer_135,P029,Product_33,Clothing,124.36,M043,Merchant_28,D05,Distributor_4,0.007
T0968,2025-01-05,C156,Customer_138,P017,Product_20,Groceries,296.11,M021,Merchant_30,D04,Distributor_4,0.005
T0969,2025-01-14,C104,Customer_43,P038,Product_23,Electronics,110.04,M014,Merchant_39,D02,Distributor_7,0.01
T0970,2025-01-10,C008,Customer_124,P032,Product_27,Groceries,145.39,M033,Merchant_35,D06,Distributor_4,0.005
T0971,2025-01-18,C073,Customer_16,P045,Product_3,Electronics,71.16,M050,Merchant_16,D09,Distributor_6,0.01
T0972,2025-01-08,C100,Customer_41,P030,Product_39,Furniture,263.2,M011,Merchant_25,D03,Distributor_1,0.01
T0973,2025-01-27,C017,Customer_109,P050,Product_12,Books,315.83,M038,Merchant_48,D04,Distributor_1,0.008
T0974,2025-01-09,C124,Customer_69,P037,Product_42,Books,273.11,M034,Merchant_22,D01,Distributor_1,0.008
T0975,2025-01-10,C079,Customer_23,P004,Product_24,Groceries,455.77,M024,Merchant_38,D09,Distributor_4,0.005
T0976,2025-01-09,C153,Customer_130,P006,Product_4,Books,426.74,M024,Merchant_39,D01,Distributor_5,0.008
T0977,2025-01-20,C065,Customer_38,P007,Product_25,Clothing,71.34,M013,Merchant_14,D04,Distributor_1,0.007
T0978,2025-01-04,C034,Customer_139,P023,Product_23,Clothing,455.89,M004,Merchant_5,D07,Distributor_7,0.007
T0979,2025-01-16,C030,Customer_8,P011,Product_36,Electronics,274.46,M034,Merchant_48,D05,Distributor_2,0.01
T0980,2025-01-22,C163,Customer_15,P048,Product_47,Clothing,439.56,M005,Merchant_25,D01,Distributor_5,0.007
T0981,2025-01-26,C194,Customer_114,P015,Product_29,Books,237.01,M003,Merchant_10,D09,Distributor_5,0.008
T0982,2025-01-14,C162,Customer_20,P003,Product_43,Electronics,394.7,M022,Merchant_42,D08,Distributor_3,0.01
T0983,2025-01-01,C187,Customer_90,P042,Product_47,Electronics,27.49,M048,Merchant_50,D03,Distributor_6,0.01
T0984,2025-01-13,C025,Customer_148,P033,Product_15,Furniture,292.65,M009,Merchant_6,D04,Distributor_3,0.01
T0985,2025-01-04,C194,Customer_108,P048,Product_13,Clothing,315.67,M005,Merchant_3,D03,Distributor_3,0.007
T0986,2025-01-17,C070,Customer_158,P011,Product_7,Clothing,427.17,M026,Merchant_27,D03,Distributor_5,0.007
T0987,2025-01-16,C008,Customer_114,P009,Product_22,Books,17.41,M022,Merchant_31,D01,Distributor_7,0.008
T0988,2025-01-14,C166,Customer_2,P015,Product_2,Clothing,416.16,M014,Merchant_32,D05,Distributor_6,0.007
T0989,2025-01-07,C073,Customer_55,P040,Product_8,Furniture,298.68,M033,Merchant_9,D08,Distributor_9,0.01
T0990,2025-01-15,C138,Customer_104,P047,Product_35,Electronics,429.6,M019,Merchant_29,D09,Distributor_10,0.01
T0991,2025-01-08,C183,Customer_146,P032,Product_27,Clothing,80.79,M003,Merchant_12,D04,Distributor_4,0.007
T0992,2025-01-05,C156,Customer_161,P040,Product_20,Books,349.7,M029,Merchant_50,D02,Distributor_5,0.008
T0993,2025-01-08,C051,Customer_7,P028,Product_24,Groceries,185.54,M016,Merchant_32,D05,Distributor_6,0.005
T0994,2025-01-09,C031,Customer_48,P039,Product_45,Clothing,366.61,M045,Merchant_8,D05,Distributor_7,0.007
T0995,2025-01-01,C148,Customer_163,P040,Product_6,Electronics,298.32,M017,Merchant_19,D09,Distributor_6,0.01
T0996,2025-01-17,C074,Customer_168,P041,Product_42,Furniture,76.02,M041,Merchant_44,D05,Distributor_2,0.01
T0997,2025-01-18,C176,Customer_56,P005,Product_35,Electronics,393.86,M035,Merchant_13,D04,Distributor_7,0.01
T0998,2025-01-30,C010,Customer_175,P027,Product_12,Electronics,141.68,M032,Merchant_46,D10,Distributor_7,0.01
T0999,2025-01-23,C171,Customer_169,P038,Product_25,Books,66.41,M023,Merchant_12,D08,Distributor_1,0.008
T1000,2025-01-10,C113,Customer_176,P031,Product_42,Furniture,156.22,M048,Merchant_25,D05,Distributor_5,0.01
